qid,uid,label
1268:1,12987:1,
1527:1,17086:1,
4568:1,11041:1,
1050:1,28545:1,
946:1,21197:1,
2701:1,35503:1,
617:1,35504:1,
625:1,10889:1,
3346:1,14188:1,
2475:1,19539:1,
195:1,17847:1,
411:1,8682:1,
86:1,11815:1,
4181:1,24335:1,
1220:1,16064:1,
3561:1,10507:1,
5785:1,18329:1,
770:1,22839:1,
2042:1,21810:1,
3646:1,10032:1,
2658:1,16017:1,
713:1,7825:1,
2345:1,18010:1,
4162:1,14932:1,
1563:1,18702:1,
36:1,11639:1,
605:1,11788:1,
3112:1,35505:1,
4609:1,17854:1,
3113:1,35506:1,
1897:1,10462:1,
3639:1,12073:1,
555:1,8542:1,
1577:1,12086:1,
498:1,8643:1,
1011:1,8175:1,
1009:1,9221:1,
46:1,9913:1,
2129:1,11247:1,
6184:1,22532:1,
2562:1,17453:1,
544:1,16173:1,
2170:1,20927:1,
4709:1,8856:1,
87:1,10062:1,
683:1,35507:1,
44:1,23544:1,
1675:1,7799:1,
689:1,12829:1,
358:1,15744:1,
796:1,15597:1,
62:1,18544:1,
138:1,21364:1,
4921:1,8391:1,
1374:1,15753:1,
335:1,16372:1,
17:1,35508:1,
25:1,13012:1,
832:1,9606:1,
1284:1,14250:1,
1153:1,15854:1,
835:1,9421:1,
675:1,22586:1,
3684:1,9398:1,
3489:1,13873:1,
6654:1,35509:1,
1136:1,16157:1,
4274:1,9737:1,
47:1,20728:1,
1309:1,10959:1,
821:1,14928:1,
239:1,27634:1,
3915:1,18537:1,
379:1,33040:1,
841:1,15569:1,
2355:1,10044:1,
2926:1,9194:1,
209:1,11745:1,
567:1,18845:1,
1145:1,18345:1,
258:1,10329:1,
292:1,9607:1,
6:1,9590:1,
2036:1,9338:1,
1083:1,8074:1,
1968:1,11740:1,
473:1,12587:1,
1530:1,10067:1,
1738:1,14659:1,
2818:1,20107:1,
3751:1,8307:1,
914:1,14829:1,
764:1,9654:1,
7024:1,10131:1,
7196:1,25841:1,
546:1,14012:1,
210:1,35510:1,
1892:1,15341:1,
7721:1,9992:1,
481:1,23993:1,
1928:1,23766:1,
163:1,24113:1,
82:1,24692:1,
4439:1,10311:1,
1309:1,9372:1,
1742:1,8876:1,
863:1,35511:1,
508:1,15594:1,
842:1,12944:1,
6563:1,9035:1,
391:1,21167:1,
3431:1,18012:1,
6914:1,28264:1,
319:1,19601:1,
3440:1,12042:1,
1962:1,8596:1,
747:1,10748:1,
795:1,22326:1,
287:1,11775:1,
668:1,9759:1,
5524:1,24202:1,
7318:1,10459:1,
376:1,11190:1,
590:1,10490:1,
167:1,8226:1,
628:1,11086:1,
1567:1,8173:1,
86:1,23880:1,
51:1,13470:1,
4023:1,12445:1,
562:1,10033:1,
4031:1,12821:1,
3188:1,11516:1,
569:1,21772:1,
386:1,20617:1,
225:1,19356:1,
3784:1,12877:1,
6075:1,16948:1,
4982:1,11623:1,
1056:1,18894:1,
3598:1,19783:1,
469:1,16851:1,
253:1,19601:1,
309:1,30712:1,
560:1,19998:1,
726:1,11681:1,
1311:1,11096:1,
489:1,11480:1,
1303:1,22827:1,
2189:1,10563:1,
341:1,10847:1,
234:1,8720:1,
1050:1,10937:1,
1370:1,8124:1,
6587:1,9103:1,
3642:1,8707:1,
1867:1,14420:1,
1383:1,13046:1,
126:1,8720:1,
2939:1,28633:1,
1559:1,8730:1,
1933:1,9596:1,
586:1,7992:1,
2528:1,10270:1,
545:1,10254:1,
597:1,16822:1,
498:1,10269:1,
7043:1,8633:1,
559:1,12042:1,
7759:1,27641:1,
264:1,11726:1,
5235:1,35512:1,
4198:1,24501:1,
1000:1,12713:1,
2357:1,13215:1,
11:1,13272:1,
4629:1,35513:1,
656:1,13719:1,
107:1,16194:1,
2461:1,17414:1,
3248:1,9352:1,
626:1,10628:1,
517:1,10803:1,
164:1,10988:1,
795:1,11318:1,
2071:1,9681:1,
596:1,11459:1,
980:1,16057:1,
154:1,27883:1,
1948:1,35514:1,
561:1,9699:1,
4390:1,10849:1,
163:1,20497:1,
5519:1,11385:1,
79:1,9047:1,
2115:1,18646:1,
489:1,11250:1,
3647:1,9315:1,
7:1,14004:1,
26:1,9977:1,
672:1,8622:1,
141:1,9274:1,
3273:1,13909:1,
881:1,10572:1,
1294:1,12454:1,
651:1,11195:1,
5435:1,8417:1,
3111:1,18235:1,
1418:1,18861:1,
2267:1,20900:1,
1069:1,16407:1,
4567:1,23266:1,
47:1,34247:1,
4711:1,12596:1,
348:1,18694:1,
1471:1,12344:1,
1020:1,8859:1,
5876:1,34731:1,
401:1,34024:1,
529:1,14345:1,
1047:1,15825:1,
5582:1,9997:1,
3308:1,13066:1,
258:1,9963:1,
294:1,12405:1,
1149:1,7809:1,
1550:1,11352:1,
2286:1,14431:1,
5565:1,35515:1,
508:1,10393:1,
4170:1,14498:1,
63:1,14342:1,
2594:1,15746:1,
5410:1,11503:1,
712:1,27052:1,
933:1,8299:1,
439:1,25338:1,
6:1,13615:1,
19:1,35516:1,
1756:1,12714:1,
427:1,11187:1,
1713:1,35517:1,
1258:1,15595:1,
2349:1,9940:1,
2965:1,18675:1,
252:1,31610:1,
2554:1,14891:1,
1063:1,19623:1,
1145:1,16455:1,
128:1,11544:1,
3540:1,21282:1,
176:1,8415:1,
31:1,11704:1,
17:1,8659:1,
131:1,8795:1,
3678:1,22893:1,
295:1,11775:1,
2093:1,13764:1,
1897:1,13940:1,
6636:1,11052:1,
832:1,7924:1,
1892:1,18381:1,
223:1,8278:1,
1938:1,16774:1,
4920:1,8686:1,
3269:1,16201:1,
470:1,10934:1,
6:1,10888:1,
294:1,9959:1,
742:1,8765:1,
1345:1,19480:1,
897:1,13752:1,
220:1,15384:1,
3706:1,20364:1,
58:1,20928:1,
2581:1,27567:1,
3534:1,12196:1,
5858:1,8442:1,
1050:1,31113:1,
2155:1,14143:1,
1904:1,35518:1,
515:1,13358:1,
2815:1,15468:1,
1000:1,12657:1,
731:1,9467:1,
383:1,23348:1,
35:1,34227:1,
1083:1,18464:1,
1469:1,9163:1,
946:1,9041:1,
417:1,13416:1,
1200:1,9161:1,
515:1,20092:1,
4489:1,35519:1,
149:1,12344:1,
253:1,16042:1,
327:1,13096:1,
36:1,15320:1,
1134:1,11403:1,
6605:1,14999:1,
1468:1,20446:1,
6321:1,10117:1,
4708:1,8349:1,
4853:1,11603:1,
176:1,15552:1,
4193:1,11126:1,
952:1,22523:1,
2381:1,12293:1,
1846:1,18917:1,
1857:1,11517:1,
4498:1,18142:1,
3023:1,23606:1,
316:1,11421:1,
103:1,15489:1,
699:1,11353:1,
4764:1,35520:1,
7756:1,13776:1,
172:1,16769:1,
1986:1,15067:1,
4456:1,14646:1,
1259:1,13189:1,
568:1,12426:1,
1686:1,12114:1,
1501:1,24318:1,
80:1,7822:1,
708:1,15141:1,
928:1,11316:1,
1576:1,16366:1,
130:1,10182:1,
4809:1,15132:1,
5221:1,8753:1,
1435:1,17086:1,
2350:1,17815:1,
451:1,7781:1,
1715:1,9499:1,
1036:1,16944:1,
1316:1,8344:1,
6115:1,22425:1,
1317:1,14105:1,
1009:1,16416:1,
2605:1,15393:1,
3522:1,13690:1,
2524:1,25013:1,
2861:1,13435:1,
147:1,22983:1,
2656:1,35521:1,
884:1,11965:1,
2019:1,7849:1,
595:1,25375:1,
748:1,9790:1,
2022:1,19672:1,
1515:1,10455:1,
5805:1,12470:1,
4950:1,30215:1,
458:1,31940:1,
3071:1,12668:1,
497:1,11777:1,
1866:1,19814:1,
534:1,12613:1,
1272:1,10925:1,
5922:1,11508:1,
4791:1,10001:1,
5790:1,17140:1,
36:1,11478:1,
3766:1,8289:1,
190:1,7934:1,
3697:1,11516:1,
40:1,26750:1,
237:1,10953:1,
7653:1,8503:1,
6:1,14187:1,
7316:1,12163:1,
4832:1,14467:1,
963:1,9977:1,
2691:1,15830:1,
1904:1,24832:1,
48:1,9050:1,
3573:1,31141:1,
5721:1,12682:1,
373:1,10397:1,
1515:1,11980:1,
4004:1,13182:1,
8:1,7924:1,
414:1,8212:1,
82:1,25445:1,
3327:1,12195:1,
3684:1,11126:1,
1954:1,12626:1,
5815:1,13552:1,
4634:1,25349:1,
1379:1,13224:1,
836:1,34501:1,
23:1,12589:1,
1526:1,11475:1,
946:1,21420:1,
771:1,8384:1,
4397:1,14350:1,
4559:1,10936:1,
6263:1,10582:1,
2644:1,15758:1,
7378:1,13804:1,
908:1,8103:1,
4877:1,9425:1,
50:1,12786:1,
1414:1,11678:1,
6280:1,28487:1,
1197:1,14729:1,
83:1,9979:1,
1066:1,8316:1,
4985:1,18266:1,
3238:1,24874:1,
2107:1,22572:1,
3275:1,12089:1,
190:1,10803:1,
1699:1,13636:1,
3181:1,22191:1,
1021:1,26041:1,
19:1,21268:1,
4306:1,8889:1,
4522:1,17088:1,
3922:1,10806:1,
70:1,10403:1,
1116:1,15767:1,
637:1,31312:1,
1391:1,11133:1,
6942:1,23777:1,
2309:1,11644:1,
1002:1,17005:1,
295:1,9153:1,
1143:1,19143:1,
2465:1,13597:1,
859:1,20840:1,
2464:1,17404:1,
3882:1,33508:1,
1904:1,28531:1,
1233:1,10774:1,
489:1,16837:1,
50:1,25879:1,
1615:1,11810:1,
1789:1,9234:1,
1532:1,8568:1,
103:1,15852:1,
1910:1,13156:1,
500:1,13145:1,
5741:1,25569:1,
4090:1,14089:1,
3390:1,22693:1,
415:1,14126:1,
525:1,14128:1,
2997:1,12871:1,
134:1,35522:1,
8:1,10091:1,
4283:1,11497:1,
5810:1,8399:1,
1536:1,13288:1,
497:1,13586:1,
70:1,12608:1,
1997:1,15640:1,
4470:1,7779:1,
2041:1,13369:1,
5153:1,17771:1,
427:1,19057:1,
3973:1,17788:1,
5516:1,10878:1,
2362:1,18980:1,
17:1,10641:1,
1845:1,10215:1,
4225:1,10400:1,
41:1,7947:1,
1110:1,17072:1,
8:1,10202:1,
3957:1,21170:1,
102:1,23948:1,
130:1,10566:1,
1938:1,8783:1,
1965:1,22554:1,
1330:1,16192:1,
315:1,9759:1,
1679:1,20136:1,
2159:1,10204:1,
859:1,7897:1,
2374:1,10697:1,
363:1,12519:1,
41:1,8542:1,
451:1,15794:1,
834:1,8511:1,
516:1,12562:1,
4684:1,14978:1,
1693:1,13289:1,
407:1,20665:1,
500:1,10509:1,
634:1,9121:1,
666:1,12769:1,
585:1,9317:1,
856:1,10324:1,
529:1,19173:1,
2050:1,11317:1,
243:1,17081:1,
294:1,21580:1,
1923:1,33488:1,
2880:1,11494:1,
2579:1,13724:1,
3247:1,23557:1,
6:1,16377:1,
790:1,8980:1,
662:1,9244:1,
2242:1,24105:1,
4808:1,28451:1,
2989:1,13114:1,
489:1,8817:1,
1298:1,16338:1,
3386:1,17530:1,
1664:1,14250:1,
5012:1,35523:1,
254:1,8867:1,
854:1,23471:1,
680:1,12251:1,
2989:1,31133:1,
498:1,9206:1,
1365:1,16811:1,
438:1,23432:1,
288:1,10935:1,
53:1,10229:1,
911:1,14553:1,
121:1,14333:1,
5583:1,19821:1,
8:1,14199:1,
287:1,13697:1,
1766:1,15357:1,
800:1,9996:1,
434:1,11889:1,
4081:1,33037:1,
1057:1,13597:1,
5306:1,23913:1,
2381:1,13049:1,
733:1,8098:1,
668:1,8964:1,
782:1,18200:1,
5105:1,12987:1,
215:1,9909:1,
607:1,13208:1,
4962:1,15411:1,
294:1,30973:1,
2547:1,8596:1,
597:1,35524:1,
5119:1,20931:1,
4111:1,16444:1,
276:1,13241:1,
4476:1,12048:1,
243:1,18584:1,
3663:1,18801:1,
517:1,9754:1,
919:1,10125:1,
296:1,10058:1,
551:1,15805:1,
190:1,11985:1,
69:1,21737:1,
1352:1,9607:1,
5143:1,21821:1,
886:1,8573:1,
46:1,14578:1,
726:1,21570:1,
177:1,10251:1,
870:1,15174:1,
668:1,16071:1,
594:1,10759:1,
776:1,32105:1,
4149:1,35525:1,
6213:1,9146:1,
1355:1,16109:1,
3662:1,16366:1,
795:1,10301:1,
3232:1,10514:1,
6:1,8590:1,
2631:1,11364:1,
348:1,12415:1,
1127:1,13862:1,
2468:1,9222:1,
101:1,10267:1,
1304:1,11399:1,
2039:1,28186:1,
2664:1,24967:1,
775:1,8545:1,
1686:1,12878:1,
1311:1,10761:1,
896:1,8604:1,
448:1,8621:1,
1005:1,11418:1,
53:1,9504:1,
1516:1,11586:1,
4490:1,16632:1,
4453:1,14598:1,
554:1,18778:1,
1453:1,8606:1,
86:1,29199:1,
1092:1,11336:1,
5391:1,22288:1,
177:1,10289:1,
1892:1,11852:1,
4548:1,8503:1,
251:1,8517:1,
2593:1,10718:1,
1580:1,17497:1,
1137:1,12321:1,
50:1,20529:1,
1105:1,13255:1,
314:1,8658:1,
130:1,28579:1,
20:1,7985:1,
1243:1,8763:1,
1235:1,23055:1,
460:1,8501:1,
529:1,11952:1,
78:1,10004:1,
834:1,10614:1,
454:1,15329:1,
3168:1,26113:1,
2123:1,11417:1,
1264:1,9759:1,
364:1,13358:1,
407:1,8830:1,
32:1,10729:1,
4297:1,31643:1,
2028:1,24067:1,
5914:1,11885:1,
702:1,9555:1,
5861:1,14858:1,
1773:1,35526:1,
3149:1,25159:1,
82:1,11044:1,
300:1,11429:1,
3709:1,35527:1,
1101:1,12843:1,
41:1,19554:1,
1132:1,19497:1,
75:1,16103:1,
946:1,12957:1,
788:1,19432:1,
4883:1,8305:1,
693:1,18407:1,
957:1,15820:1,
2680:1,22399:1,
3766:1,9346:1,
87:1,14777:1,
792:1,22609:1,
957:1,16235:1,
5250:1,11255:1,
798:1,9136:1,
748:1,12672:1,
820:1,8867:1,
3671:1,34633:1,
458:1,23670:1,
166:1,13820:1,
933:1,16167:1,
4528:1,32115:1,
2856:1,13926:1,
1435:1,11679:1,
3301:1,15339:1,
307:1,11729:1,
5718:1,14100:1,
1535:1,27173:1,
3926:1,27221:1,
907:1,10390:1,
985:1,11070:1,
388:1,12052:1,
453:1,8123:1,
130:1,7925:1,
3:1,11850:1,
562:1,8862:1,
103:1,13892:1,
14:1,11155:1,
2591:1,15082:1,
561:1,13024:1,
439:1,14185:1,
3526:1,17682:1,
5924:1,8880:1,
1950:1,9277:1,
2342:1,10949:1,
36:1,13459:1,
3320:1,10140:1,
176:1,9881:1,
1934:1,16681:1,
6474:1,7980:1,
28:1,14938:1,
5373:1,17355:1,
4829:1,12758:1,
28:1,12750:1,
735:1,15378:1,
1085:1,12065:1,
4282:1,8555:1,
1010:1,7978:1,
1440:1,8729:1,
274:1,14862:1,
773:1,17158:1,
191:1,12383:1,
63:1,13854:1,
941:1,22936:1,
348:1,9842:1,
4721:1,19232:1,
690:1,10325:1,
1387:1,11320:1,
100:1,9859:1,
51:1,8682:1,
453:1,10548:1,
287:1,11072:1,
1264:1,7979:1,
2524:1,24147:1,
435:1,10492:1,
297:1,18443:1,
1682:1,9654:1,
2559:1,9691:1,
1892:1,12588:1,
352:1,22388:1,
1923:1,35528:1,
1469:1,13240:1,
937:1,12464:1,
537:1,21299:1,
948:1,35529:1,
399:1,11469:1,
84:1,11026:1,
368:1,16621:1,
656:1,7878:1,
1616:1,13515:1,
1998:1,11552:1,
3709:1,35530:1,
5465:1,17140:1,
388:1,26429:1,
5002:1,26966:1,
4787:1,16012:1,
5762:1,14264:1,
189:1,7999:1,
4857:1,22845:1,
19:1,15552:1,
90:1,10737:1,
191:1,10148:1,
1162:1,13364:1,
2658:1,13556:1,
190:1,8072:1,
5486:1,9888:1,
620:1,21512:1,
3459:1,8715:1,
3180:1,14890:1,
927:1,35531:1,
3174:1,9992:1,
48:1,11003:1,
3915:1,21531:1,
4671:1,14785:1,
157:1,16626:1,
599:1,15034:1,
1655:1,11661:1,
815:1,23854:1,
4082:1,22043:1,
702:1,12783:1,
367:1,17362:1,
640:1,15761:1,
389:1,15760:1,
248:1,16537:1,
748:1,17705:1,
114:1,9463:1,
6963:1,9102:1,
775:1,9259:1,
569:1,19326:1,
2707:1,9266:1,
1627:1,13782:1,
65:1,15264:1,
82:1,9798:1,
962:1,18536:1,
1803:1,11766:1,
4751:1,12510:1,
4372:1,14485:1,
790:1,14432:1,
290:1,13572:1,
1774:1,22479:1,
1558:1,26927:1,
3113:1,35532:1,
900:1,29155:1,
5579:1,8058:1,
656:1,24189:1,
1212:1,35533:1,
80:1,8855:1,
898:1,35534:1,
69:1,15551:1,
995:1,19444:1,
4052:1,25105:1,
1739:1,14298:1,
4422:1,9694:1,
1945:1,22316:1,
3967:1,34379:1,
3462:1,21280:1,
124:1,13018:1,
1412:1,22981:1,
2457:1,11457:1,
251:1,8127:1,
783:1,8316:1,
90:1,19136:1,
1218:1,16008:1,
3533:1,12235:1,
3892:1,30487:1,
13:1,10214:1,
215:1,11668:1,
183:1,24341:1,
4235:1,22147:1,
2021:1,34464:1,
53:1,11844:1,
1183:1,14932:1,
748:1,19742:1,
6166:1,11682:1,
2717:1,24247:1,
735:1,14136:1,
1132:1,17390:1,
93:1,29574:1,
439:1,16514:1,
924:1,18209:1,
523:1,12405:1,
85:1,34434:1,
1995:1,10018:1,
3274:1,25694:1,
4398:1,11973:1,
1141:1,24229:1,
51:1,24682:1,
615:1,14122:1,
1348:1,12146:1,
1145:1,24194:1,
5924:1,8332:1,
2544:1,31696:1,
3026:1,17672:1,
7760:1,14207:1,
1822:1,10333:1,
4264:1,12923:1,
142:1,26023:1,
1179:1,8729:1,
123:1,15853:1,
251:1,22434:1,
1281:1,14194:1,
1501:1,12388:1,
130:1,9687:1,
2884:1,35535:1,
2265:1,12611:1,
790:1,8239:1,
2593:1,12573:1,
4692:1,7780:1,
4232:1,12417:1,
1968:1,9435:1,
80:1,11250:1,
2767:1,13660:1,
295:1,14569:1,
713:1,7830:1,
209:1,19526:1,
4711:1,17985:1,
124:1,9609:1,
63:1,12688:1,
3522:1,34776:1,
1243:1,21772:1,
5973:1,22723:1,
5263:1,14229:1,
292:1,25763:1,
6617:1,8605:1,
39:1,14977:1,
5550:1,21890:1,
24:1,19933:1,
102:1,19361:1,
4884:1,31871:1,
1268:1,18053:1,
391:1,9883:1,
1542:1,10970:1,
3684:1,8930:1,
217:1,11900:1,
2356:1,24340:1,
173:1,13703:1,
5955:1,14136:1,
2344:1,11855:1,
3544:1,19456:1,
1294:1,9106:1,
434:1,8375:1,
128:1,26546:1,
209:1,32544:1,
1074:1,25037:1,
1131:1,9472:1,
740:1,17374:1,
590:1,20498:1,
3641:1,11747:1,
1605:1,15188:1,
2620:1,13282:1,
165:1,8697:1,
348:1,15569:1,
348:1,15248:1,
1098:1,22268:1,
1580:1,21364:1,
3861:1,35536:1,
90:1,31724:1,
258:1,9314:1,
4076:1,12063:1,
2726:1,7779:1,
2067:1,19655:1,
4189:1,14877:1,
4331:1,19973:1,
2578:1,27960:1,
390:1,11853:1,
351:1,19722:1,
119:1,13994:1,
65:1,25258:1,
276:1,11729:1,
305:1,24639:1,
102:1,18235:1,
4879:1,11317:1,
389:1,18874:1,
1875:1,19049:1,
5833:1,16172:1,
4218:1,10658:1,
498:1,14344:1,
672:1,31898:1,
5219:1,10461:1,
191:1,13558:1,
2488:1,8538:1,
4900:1,10731:1,
1162:1,14359:1,
3366:1,9623:1,
1858:1,15971:1,
1402:1,15123:1,
1197:1,14427:1,
1924:1,8893:1,
615:1,8706:1,
1859:1,9738:1,
3818:1,21123:1,
293:1,12649:1,
948:1,8706:1,
2033:1,8462:1,
130:1,18382:1,
7228:1,9757:1,
2528:1,9170:1,
6169:1,13007:1,
46:1,14477:1,
1005:1,26514:1,
6608:1,22719:1,
1220:1,19666:1,
4365:1,14663:1,
36:1,9261:1,
3:1,18471:1,
2232:1,14858:1,
128:1,20869:1,
410:1,9429:1,
2054:1,18576:1,
91:1,35537:1,
842:1,8652:1,
4266:1,20109:1,
3878:1,12129:1,
1032:1,8877:1,
1435:1,9207:1,
342:1,12783:1,
355:1,19243:1,
826:1,35113:1,
2037:1,9586:1,
63:1,18806:1,
4092:1,14359:1,
567:1,18666:1,
1617:1,12628:1,
901:1,9085:1,
626:1,10768:1,
5182:1,15754:1,
1627:1,15469:1,
1929:1,27153:1,
7120:1,13187:1,
19:1,12718:1,
2481:1,9953:1,
1468:1,12380:1,
7761:1,18578:1,
492:1,31784:1,
1558:1,26477:1,
1002:1,35538:1,
2785:1,13549:1,
1543:1,14517:1,
1005:1,28989:1,
143:1,9026:1,
515:1,11519:1,
190:1,10563:1,
4708:1,11447:1,
2284:1,25654:1,
250:1,23957:1,
626:1,19565:1,
1756:1,17868:1,
407:1,26133:1,
3881:1,18374:1,
5539:1,24507:1,
713:1,10285:1,
6126:1,13225:1,
2934:1,10300:1,
1569:1,14180:1,
4553:1,11374:1,
5896:1,9295:1,
166:1,18583:1,
268:1,21158:1,
781:1,15453:1,
434:1,13713:1,
91:1,15952:1,
575:1,21801:1,
809:1,17429:1,
2147:1,18392:1,
823:1,19429:1,
3684:1,14785:1,
668:1,10393:1,
44:1,28017:1,
39:1,15034:1,
251:1,11735:1,
1113:1,10807:1,
4266:1,19796:1,
19:1,10345:1,
4174:1,10658:1,
3273:1,21113:1,
1397:1,24819:1,
5683:1,11408:1,
1954:1,15441:1,
559:1,32350:1,
103:1,8938:1,
4115:1,15083:1,
2596:1,16871:1,
2018:1,27813:1,
3751:1,17339:1,
567:1,16980:1,
904:1,8278:1,
396:1,19997:1,
3092:1,9862:1,
3074:1,14801:1,
96:1,23729:1,
4052:1,11980:1,
174:1,21684:1,
820:1,7912:1,
4076:1,16369:1,
1093:1,8922:1,
11:1,8276:1,
1263:1,10006:1,
3966:1,15844:1,
4367:1,11670:1,
289:1,35539:1,
546:1,8500:1,
842:1,18568:1,
2644:1,14112:1,
861:1,9764:1,
555:1,8208:1,
498:1,8892:1,
4928:1,8280:1,
907:1,8302:1,
3218:1,25022:1,
1361:1,12418:1,
110:1,8718:1,
834:1,10691:1,
5809:1,8195:1,
820:1,10241:1,
1860:1,16901:1,
3537:1,18264:1,
4115:1,24893:1,
379:1,18555:1,
3273:1,24672:1,
4531:1,24722:1,
597:1,9637:1,
3091:1,13963:1,
360:1,9092:1,
48:1,8532:1,
2078:1,11829:1,
1605:1,20548:1,
3878:1,16852:1,
2559:1,13502:1,
460:1,11550:1,
2831:1,11302:1,
1568:1,14213:1,
610:1,8373:1,
461:1,11544:1,
680:1,17524:1,
3618:1,19922:1,
29:1,26064:1,
5352:1,17628:1,
834:1,14283:1,
4716:1,19380:1,
36:1,10329:1,
1821:1,12164:1,
952:1,15360:1,
1489:1,23307:1,
489:1,11472:1,
1599:1,9683:1,
6727:1,13169:1,
2167:1,13709:1,
1141:1,18806:1,
1286:1,14934:1,
5429:1,8214:1,
2336:1,8425:1,
1573:1,30420:1,
533:1,8863:1,
820:1,8568:1,
2590:1,19180:1,
19:1,13395:1,
489:1,24113:1,
1418:1,7925:1,
1036:1,10988:1,
625:1,10536:1,
1695:1,12736:1,
1296:1,23106:1,
1134:1,14091:1,
357:1,8529:1,
639:1,21700:1,
4037:1,27010:1,
4754:1,11104:1,
2594:1,10841:1,
2582:1,13688:1,
31:1,16746:1,
1156:1,8808:1,
295:1,19050:1,
1435:1,12393:1,
5588:1,11006:1,
5039:1,18157:1,
50:1,21628:1,
497:1,16314:1,
292:1,18314:1,
2032:1,17868:1,
4743:1,11740:1,
3022:1,11024:1,
3:1,14038:1,
803:1,8707:1,
2412:1,8280:1,
474:1,15959:1,
1355:1,9134:1,
86:1,18967:1,
1005:1,17456:1,
166:1,11327:1,
439:1,25681:1,
633:1,15535:1,
5423:1,10827:1,
4718:1,16955:1,
5683:1,18063:1,
1722:1,15528:1,
87:1,10747:1,
725:1,22923:1,
1198:1,11323:1,
1035:1,16344:1,
73:1,14906:1,
2698:1,18910:1,
6247:1,12667:1,
796:1,16708:1,
4987:1,17928:1,
3:1,19491:1,
2282:1,13963:1,
1107:1,11255:1,
4103:1,11356:1,
141:1,11439:1,
178:1,25219:1,
1075:1,7893:1,
1995:1,9274:1,
520:1,19670:1,
3544:1,27678:1,
223:1,31247:1,
4867:1,21926:1,
1723:1,14082:1,
51:1,18565:1,
153:1,9369:1,
647:1,17086:1,
1367:1,11339:1,
1284:1,9655:1,
3038:1,8226:1,
4663:1,8447:1,
2912:1,20107:1,
508:1,14090:1,
1004:1,9797:1,
3745:1,15445:1,
504:1,18999:1,
1605:1,11560:1,
169:1,35540:1,
1023:1,9372:1,
4128:1,19314:1,
20:1,17487:1,
2927:1,18095:1,
2559:1,28082:1,
3422:1,13879:1,
938:1,12934:1,
2912:1,16191:1,
1707:1,9405:1,
176:1,9126:1,
1556:1,17966:1,
3239:1,8736:1,
247:1,9982:1,
820:1,13617:1,
103:1,12934:1,
48:1,15588:1,
1569:1,13511:1,
1767:1,9800:1,
3254:1,11196:1,
985:1,15545:1,
75:1,13233:1,
4912:1,8258:1,
1807:1,9460:1,
1609:1,34227:1,
44:1,16308:1,
3411:1,18331:1,
221:1,24905:1,
246:1,32420:1,
509:1,9018:1,
4982:1,30774:1,
292:1,17112:1,
1615:1,9809:1,
13:1,8346:1,
4342:1,13842:1,
567:1,22702:1,
3769:1,9873:1,
629:1,15729:1,
545:1,8694:1,
5976:1,7881:1,
3153:1,26731:1,
322:1,13683:1,
4170:1,18719:1,
5491:1,19082:1,
5392:1,23594:1,
48:1,12868:1,
1391:1,9018:1,
366:1,11943:1,
579:1,11519:1,
5520:1,12319:1,
62:1,18364:1,
1911:1,17753:1,
448:1,12197:1,
2562:1,12213:1,
3963:1,13688:1,
1162:1,29054:1,
3452:1,10174:1,
2637:1,14366:1,
1783:1,26903:1,
1280:1,20219:1,
8:1,24572:1,
1418:1,33726:1,
3621:1,10883:1,
1497:1,7835:1,
1961:1,12345:1,
74:1,10968:1,
1202:1,9582:1,
89:1,8060:1,
1881:1,25698:1,
1022:1,21135:1,
143:1,12608:1,
1988:1,34144:1,
3141:1,28531:1,
4966:1,14420:1,
1285:1,12553:1,
2556:1,9788:1,
1572:1,19592:1,
1248:1,8520:1,
5829:1,14446:1,
2449:1,8891:1,
293:1,8766:1,
1014:1,12441:1,
90:1,19615:1,
1351:1,13760:1,
489:1,10913:1,
2409:1,9199:1,
1236:1,17516:1,
4755:1,28215:1,
1997:1,10545:1,
6090:1,19973:1,
796:1,15586:1,
1638:1,9253:1,
82:1,26823:1,
2475:1,23322:1,
230:1,13377:1,
585:1,12446:1,
2480:1,35541:1,
3125:1,26017:1,
2593:1,14180:1,
215:1,13709:1,
1391:1,8808:1,
166:1,9574:1,
808:1,8439:1,
1684:1,18095:1,
742:1,18778:1,
4542:1,11255:1,
149:1,11030:1,
3977:1,22741:1,
3270:1,24050:1,
556:1,21225:1,
5679:1,23262:1,
2777:1,8106:1,
400:1,12701:1,
5244:1,12724:1,
1745:1,35542:1,
2718:1,14019:1,
19:1,18901:1,
2316:1,21321:1,
537:1,13538:1,
901:1,22060:1,
1075:1,24003:1,
4958:1,13416:1,
71:1,9843:1,
663:1,15407:1,
4339:1,10699:1,
4514:1,24714:1,
582:1,19705:1,
1840:1,14046:1,
820:1,12782:1,
5326:1,9994:1,
435:1,11766:1,
6:1,14752:1,
6580:1,12748:1,
177:1,23910:1,
831:1,19542:1,
4441:1,35543:1,
3886:1,26684:1,
2098:1,8532:1,
225:1,10437:1,
3832:1,17787:1,
3579:1,11298:1,
2801:1,11244:1,
1391:1,13334:1,
5138:1,34377:1,
3066:1,14392:1,
81:1,8204:1,
4001:1,11877:1,
3751:1,10607:1,
1373:1,14872:1,
6372:1,10944:1,
667:1,13244:1,
5837:1,19740:1,
82:1,26079:1,
2860:1,11843:1,
6651:1,31699:1,
385:1,9094:1,
4247:1,35544:1,
728:1,20514:1,
831:1,8666:1,
8:1,10281:1,
2710:1,35545:1,
5144:1,35546:1,
